order_id,order_date,order_placed_time,day_of_week,city,vendor_id,vendor_name,order_type,driver_id,distance_km,weather_condition,is_peak_hour,order_value_inr,delivery_time_min,is_delayed,is_cancelled,customer_rating
ORD01304,6/28/2026,16:21:00,Sunday,Chennai,V003,Bowl & Broth,Food Delivery,DRV032,1.25,Clear,0,889.4,23.2,0,0,4
ORD01305,6/6/2026,17:39:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV001,2.49,Clear,0,269.64,26.6,0,0,5
ORD01306,3/29/2026,22:01:00,Sunday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV005,5.15,Heavy Traffic Event,0,643.71,54.6,1,0,3
ORD01307,4/19/2026,17:27:00,Sunday,Mumbai,V007,Wok This Way,Food Delivery,DRV052,0.97,Clear,0,888.01,18.6,0,0,4
ORD01308,3/25/2026,8:23:00,Wednesday,Mumbai,V012,Dosa Point,Food Delivery,DRV020,3,Clear,0,1354.48,23.4,0,0,5
ORD01309,2/1/2026,13:33:00,Sunday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV013,0.59,Clear,1,598.33,27.3,0,0,4
ORD01310,1/22/2026,12:04:00,Thursday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV035,1.57,Clear,1,530.24,20.4,0,0,5
ORD01311,2/28/2026,14:23:00,Saturday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV029,0.96,Rain,0,333.49,19,0,0,4
ORD01312,4/4/2026,14:36:00,Saturday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV017,3.08,Clear,0,948.93,24.9,0,0,5
ORD01313,3/31/2026,11:35:00,Tuesday,Mumbai,V012,Dosa Point,Food Delivery,DRV025,2.13,Clear,0,1076.16,30.7,0,0,5
ORD01314,5/19/2026,16:01:00,Tuesday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV058,2.26,Heavy Traffic Event,0,985.87,37.8,0,0,3
ORD01315,3/31/2026,15:55:00,Tuesday,Delhi,V005,Green Leaf Cafe,Grocery,DRV013,3.95,Clear,0,420.46,32.1,0,0,4
ORD01316,2/27/2026,12:30:00,Friday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV028,1.03,Heavy Traffic Event,1,408.42,21.6,0,0,3
ORD01317,5/17/2026,16:03:00,Sunday,Delhi,V006,Tandoori Nights,Grocery,DRV012,8.62,Clear,0,1036.65,56.9,1,0,2
ORD01318,6/12/2026,22:45:00,Friday,Mumbai,V007,Wok This Way,Food Delivery,DRV029,1.55,Rain,0,575.23,24.7,0,0,3
ORD01319,3/29/2026,22:42:00,Sunday,Chennai,V003,Bowl & Broth,Food Delivery,DRV018,1.71,Clear,0,1077.02,23.5,0,0,5
ORD01320,5/5/2026,12:06:00,Tuesday,Hyderabad,V011,Roti Roll Co.,Grocery,DRV003,1.28,Rain,1,305.41,21.9,0,0,3
ORD01321,2/27/2026,22:05:00,Friday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV034,1.07,Clear,0,1274.73,16.3,0,0,5
ORD01322,1/11/2026,22:23:00,Sunday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV023,4.85,Rain,0,425.63,45.1,1,0,4
ORD01323,1/19/2026,15:33:00,Monday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV045,4.35,Heavy Traffic Event,0,328.72,39.3,0,0,3
ORD01324,6/21/2026,16:35:00,Sunday,Mumbai,V007,Wok This Way,Food Delivery,DRV031,3.53,Clear,0,174.84,32.3,0,0,3
ORD01325,4/23/2026,17:18:00,Thursday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV045,3.6,Clear,0,209.74,32.3,0,0,5
ORD01326,3/26/2026,21:19:00,Thursday,Hyderabad,V009,Sushi Central,Food Delivery,DRV017,4.29,Rain,1,1153.67,45.5,1,0,4
ORD01327,5/12/2026,13:20:00,Tuesday,Bengaluru,V004,Curry Express,Food Delivery,DRV019,3.48,Clear,1,621.9,31.2,0,0,4
ORD01328,6/11/2026,14:11:00,Thursday,Hyderabad,V009,Sushi Central,Food Delivery,DRV041,3.07,Clear,0,148.34,27.4,0,0,5
ORD01329,4/12/2026,12:44:00,Sunday,Chennai,V002,Urban Tadka,Food Delivery,DRV054,2.12,Clear,1,1028,20.8,0,0,5
ORD01330,2/24/2026,13:52:00,Tuesday,Chennai,V002,Urban Tadka,Food Delivery,DRV031,5.12,Rain,1,1356.26,49.9,1,0,4
ORD01331,2/27/2026,12:56:00,Friday,Chennai,V002,Urban Tadka,Food Delivery,DRV032,8.18,Clear,1,209.71,54.4,1,0,4
ORD01332,1/30/2026,15:46:00,Friday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV040,7.32,Clear,0,376.86,47.7,1,0,4
ORD01333,5/15/2026,18:24:00,Friday,Mumbai,V012,Dosa Point,Food Delivery,DRV018,0.73,Clear,0,1121.13,22.1,0,0,5
ORD01334,4/23/2026,12:52:00,Thursday,Hyderabad,V009,Sushi Central,Food Delivery,DRV024,3.64,Heavy Traffic Event,1,1372.6,49.8,1,0,3
ORD01335,3/6/2026,17:56:00,Friday,Bengaluru,V008,Pizza Junction,Pharmacy,DRV055,2.41,Clear,0,1325.92,20.3,0,0,5
ORD01336,5/30/2026,14:03:00,Saturday,Hyderabad,V009,Sushi Central,Food Delivery,DRV017,2.38,Rain,0,1207.64,29.4,0,0,4
ORD01337,6/9/2026,11:03:00,Tuesday,Chennai,V003,Bowl & Broth,Grocery,DRV018,3.9,Clear,0,1032.23,26.9,0,0,5
ORD01338,4/26/2026,15:31:00,Sunday,Chennai,V003,Bowl & Broth,Food Delivery,DRV029,0.29,Clear,0,178.12,18.1,0,0,4
ORD01339,2/10/2026,22:32:00,Tuesday,Delhi,V006,Tandoori Nights,Food Delivery,DRV042,2.08,Clear,0,405.34,24.5,0,0,4
ORD01340,4/6/2026,9:28:00,Monday,Mumbai,V007,Wok This Way,Food Delivery,DRV014,1.85,Rain,0,196.85,29.5,0,0,3
ORD01341,5/15/2026,13:51:00,Friday,Chennai,V003,Bowl & Broth,Food Delivery,DRV055,2.53,Clear,1,481.37,23.5,0,0,5
ORD01342,6/25/2026,13:50:00,Thursday,Bengaluru,V004,Curry Express,Food Delivery,DRV019,5.52,Clear,1,350.65,41.5,0,0,4
ORD01343,2/25/2026,19:51:00,Wednesday,Chennai,V003,Bowl & Broth,Food Delivery,DRV002,1.79,Rain,1,895.14,20,0,0,5
ORD01344,1/22/2026,8:54:00,Thursday,Chennai,V003,Bowl & Broth,Food Delivery,DRV038,1.11,Rain,0,1333.71,14.8,0,0,5
ORD01345,6/15/2026,17:51:00,Monday,Hyderabad,V009,Sushi Central,Pharmacy,DRV056,2.67,Clear,0,879.65,25.4,0,0,5
ORD01346,1/20/2026,17:35:00,Tuesday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV060,0.47,Rain,0,1264.01,16.8,0,0,4
ORD01347,4/20/2026,14:13:00,Monday,Mumbai,V007,Wok This Way,Food Delivery,DRV031,2.11,Rain,0,495.42,19.7,0,0,3
ORD01348,5/10/2026,14:12:00,Sunday,Chennai,V003,Bowl & Broth,Grocery,DRV051,5.83,Clear,0,576.66,41.6,0,0,4
ORD01349,4/20/2026,15:22:00,Monday,Delhi,V006,Tandoori Nights,Grocery,DRV037,4.87,Clear,0,681.92,39,0,0,3
ORD01350,3/6/2026,19:20:00,Friday,Chennai,V002,Urban Tadka,Food Delivery,DRV008,3.63,Clear,1,216.31,,0,1,
ORD01351,5/30/2026,11:35:00,Saturday,Bengaluru,V010,Bun Intended Burgers,Pharmacy,DRV037,2.11,Clear,0,534.37,15.7,0,0,5
ORD01352,6/18/2026,14:19:00,Thursday,Mumbai,V007,Wok This Way,Food Delivery,DRV023,2,Clear,0,832.69,19.5,0,0,3
ORD01353,6/20/2026,14:05:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV003,4.49,Clear,0,558.54,34.8,0,0,5
ORD01354,2/11/2026,21:48:00,Wednesday,Bengaluru,V004,Curry Express,Food Delivery,DRV047,2.46,Clear,1,1027.86,26.1,0,0,5
ORD01355,3/17/2026,13:42:00,Tuesday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV055,2.36,Clear,1,662.52,28.6,0,0,5
ORD01356,4/18/2026,16:54:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV053,5.72,Clear,0,955.95,46.2,1,0,5
ORD01357,5/31/2026,12:03:00,Sunday,Bengaluru,V004,Curry Express,Grocery,DRV046,0.38,Clear,1,1252.25,17.6,0,0,4
ORD01358,6/24/2026,17:39:00,Wednesday,Chennai,V002,Urban Tadka,Food Delivery,DRV057,6.43,Clear,0,498.25,43.3,0,0,5
ORD01359,3/28/2026,12:22:00,Saturday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV035,4.62,Clear,1,485.58,42,0,0,4
ORD01360,1/16/2026,21:28:00,Friday,Mumbai,V007,Wok This Way,Grocery,DRV016,1.78,Rain,1,1213.05,30.9,0,0,3
ORD01361,4/19/2026,14:25:00,Sunday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV026,3.29,Clear,0,1246.47,,0,1,
ORD01362,4/29/2026,22:38:00,Wednesday,Hyderabad,V009,Sushi Central,Pharmacy,DRV060,0.7,Rain,0,339.35,25.3,0,0,5
ORD01363,6/14/2026,16:17:00,Sunday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV011,2.81,Clear,0,210.77,,0,1,
ORD01364,4/26/2026,11:56:00,Sunday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV008,2.74,Rain,0,995.34,29.9,0,0,4
ORD01365,5/20/2026,15:40:00,Wednesday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV059,2.87,Clear,0,494.59,31.8,0,0,4
ORD01366,5/9/2026,12:00:00,Saturday,Bengaluru,V004,Curry Express,Food Delivery,DRV052,3.98,Rain,1,1374.26,43.6,0,0,4
ORD01367,6/9/2026,14:22:00,Tuesday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV005,7.16,Clear,0,720.24,47.4,1,0,3
ORD01368,2/11/2026,21:09:00,Wednesday,Delhi,V006,Tandoori Nights,Food Delivery,DRV054,4.1,Clear,1,1182,35.5,0,0,4
ORD01369,6/13/2026,14:33:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV060,0.23,Clear,0,1007.91,,0,1,
ORD01370,3/10/2026,22:20:00,Tuesday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV060,1.68,Clear,0,1363.26,21.8,0,0,5
ORD01371,3/16/2026,19:04:00,Monday,Hyderabad,V009,Sushi Central,Grocery,DRV057,0.8,Clear,1,386.58,22.8,0,0,5
ORD01372,2/14/2026,12:43:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV001,0.68,Heavy Traffic Event,1,789.04,22.1,0,0,4
ORD01373,1/12/2026,13:23:00,Monday,Bengaluru,V004,Curry Express,Food Delivery,DRV037,3.61,Clear,1,789.49,37.5,0,0,5
ORD01374,1/30/2026,14:43:00,Friday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV055,4.46,Clear,0,1248.47,40.5,0,0,4
ORD01375,3/22/2026,16:53:00,Sunday,Mumbai,V007,Wok This Way,Food Delivery,DRV007,2.27,Clear,0,737.94,,0,1,
ORD01376,2/22/2026,17:00:00,Sunday,Bengaluru,V004,Curry Express,Food Delivery,DRV007,1.03,Clear,0,766.44,24.5,0,0,4
ORD01377,4/5/2026,14:18:00,Sunday,Hyderabad,V009,Sushi Central,Food Delivery,DRV025,1.62,Clear,0,519.06,30.5,0,0,5
ORD01378,5/27/2026,9:32:00,Wednesday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV056,0.79,Clear,0,231.33,16.9,0,0,4
ORD01379,5/29/2026,16:28:00,Friday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV049,5.97,Clear,0,588.93,45.8,1,0,4
ORD01380,2/23/2026,22:23:00,Monday,Hyderabad,V009,Sushi Central,Food Delivery,DRV055,3.07,Clear,0,1235.25,26.6,0,0,5
ORD01381,5/21/2026,22:21:00,Thursday,Hyderabad,V009,Sushi Central,Food Delivery,DRV013,5.97,Clear,0,281.05,39,0,0,4
ORD01382,3/28/2026,20:26:00,Saturday,Chennai,V002,Urban Tadka,Food Delivery,DRV048,1.18,Clear,1,480.61,16.5,0,0,5
ORD01383,2/24/2026,22:16:00,Tuesday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV047,1.78,Heavy Traffic Event,0,999.63,28.3,0,0,5
ORD01384,5/17/2026,16:02:00,Sunday,Delhi,V005,Green Leaf Cafe,Grocery,DRV031,1.96,Heavy Traffic Event,0,305.7,33.5,0,0,3
ORD01385,6/24/2026,22:22:00,Wednesday,Chennai,V003,Bowl & Broth,Food Delivery,DRV020,3.26,Clear,0,946.86,25.7,0,0,5
ORD01386,2/13/2026,19:39:00,Friday,Chennai,V001,Spice Route Kitchen,Pharmacy,DRV004,1.45,Clear,1,509.18,25.7,0,0,4
ORD01387,6/6/2026,11:21:00,Saturday,Delhi,V006,Tandoori Nights,Grocery,DRV030,1.02,Clear,0,345.21,16.9,0,0,4
ORD01388,5/5/2026,20:52:00,Tuesday,Mumbai,V012,Dosa Point,Food Delivery,DRV014,4.07,Clear,1,1124.34,39.4,0,0,5
ORD01389,4/2/2026,12:01:00,Thursday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV020,2.31,Clear,1,1011.73,23.6,0,0,3
ORD01390,3/1/2026,15:27:00,Sunday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV025,5.16,Rain,0,144.36,37.8,0,0,3
ORD01391,6/22/2026,16:58:00,Monday,Delhi,V005,Green Leaf Cafe,Pharmacy,DRV046,1.91,Clear,0,489.82,37.3,0,0,3
ORD01392,1/16/2026,17:15:00,Friday,Mumbai,V012,Dosa Point,Food Delivery,DRV036,1.22,Clear,0,1330.79,19,0,0,5
ORD01393,5/21/2026,12:05:00,Thursday,Mumbai,V007,Wok This Way,Pharmacy,DRV054,3.84,Clear,1,451.41,36.9,0,0,3
ORD01394,2/26/2026,8:00:00,Thursday,Mumbai,V012,Dosa Point,Food Delivery,DRV054,5.67,Clear,0,1096.26,42.1,0,0,4
ORD01395,4/17/2026,21:22:00,Friday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV053,2.34,Rain,1,215.69,29.9,0,0,3
ORD01396,2/16/2026,18:41:00,Monday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV006,2.47,Clear,0,1365.38,25.2,0,0,4
ORD01397,2/25/2026,21:12:00,Wednesday,Delhi,V005,Green Leaf Cafe,Grocery,DRV031,1.86,Clear,1,937.67,,0,1,
ORD01398,3/6/2026,14:08:00,Friday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV045,6.52,Clear,0,529.37,56.4,1,0,3
ORD01399,4/15/2026,17:20:00,Wednesday,Hyderabad,V009,Sushi Central,Food Delivery,DRV004,2.18,Clear,0,1112.7,20.9,0,0,4
ORD01400,1/11/2026,15:53:00,Sunday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV007,1.54,Clear,0,1282.43,37.9,0,0,4
ORD01401,1/21/2026,19:44:00,Wednesday,Mumbai,V012,Dosa Point,Food Delivery,DRV002,1.47,Clear,1,867.31,24.8,0,0,5
ORD01402,4/11/2026,16:14:00,Saturday,Hyderabad,V011,Roti Roll Co.,Grocery,DRV053,4.74,Clear,0,661.32,39.4,0,0,3
ORD01403,4/3/2026,19:49:00,Friday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV006,0.72,Clear,1,460.77,26,0,0,4
ORD01404,2/1/2026,22:36:00,Sunday,Mumbai,V007,Wok This Way,Food Delivery,DRV059,3.07,Clear,0,757.06,28.1,0,0,3
ORD01405,2/10/2026,16:33:00,Tuesday,Mumbai,V012,Dosa Point,Food Delivery,DRV002,2.86,Heavy Traffic Event,0,705.37,34.1,0,0,5
ORD01406,5/20/2026,13:09:00,Wednesday,Chennai,V002,Urban Tadka,Food Delivery,DRV004,1.11,Clear,1,513.23,13.2,0,0,5
ORD01407,3/20/2026,22:50:00,Friday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV043,1.02,Clear,0,1044.99,,0,1,
ORD01408,1/22/2026,15:27:00,Thursday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV029,6.57,Clear,0,1156.73,38.3,0,0,3
ORD01409,3/24/2026,16:26:00,Tuesday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV058,1.48,Rain,0,680.27,17.4,0,0,3
ORD01410,6/8/2026,20:27:00,Monday,Mumbai,V007,Wok This Way,Food Delivery,DRV041,0.59,Rain,1,571,21.8,0,0,3
ORD01411,1/2/2026,12:31:00,Friday,Bengaluru,V004,Curry Express,Food Delivery,DRV046,1.81,Clear,1,1314.45,26.4,0,0,4
ORD01412,3/12/2026,17:05:00,Thursday,Chennai,V003,Bowl & Broth,Grocery,DRV033,2.37,Clear,0,731.32,32.9,0,0,5
ORD01413,3/13/2026,11:15:00,Friday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV054,4.15,Clear,0,1079.14,31.5,0,0,5
ORD01414,4/1/2026,20:48:00,Wednesday,Delhi,V005,Green Leaf Cafe,Grocery,DRV036,2.43,Clear,1,176.93,30.9,0,0,4
ORD01415,5/16/2026,13:09:00,Saturday,Delhi,V005,Green Leaf Cafe,Grocery,DRV020,4.67,Clear,1,961.93,43.9,0,0,3
ORD01416,5/8/2026,22:36:00,Friday,Hyderabad,V009,Sushi Central,Food Delivery,DRV018,1.64,Clear,0,189.17,19.4,0,0,5
ORD01417,2/24/2026,17:48:00,Tuesday,Mumbai,V012,Dosa Point,Food Delivery,DRV028,3.03,Clear,0,843.23,34,0,0,5
ORD01418,4/11/2026,14:20:00,Saturday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV060,1.33,Clear,0,298.43,21.2,0,0,4
ORD01419,2/21/2026,22:27:00,Saturday,Hyderabad,V009,Sushi Central,Food Delivery,DRV052,0.83,Rain,0,843.57,,0,1,
ORD01420,2/9/2026,18:02:00,Monday,Hyderabad,V009,Sushi Central,Grocery,DRV030,2,Rain,0,672.74,24.4,0,0,5
ORD01421,1/17/2026,15:17:00,Saturday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV006,3.05,Rain,0,1092.05,31,0,0,4
ORD01422,1/27/2026,13:25:00,Tuesday,Delhi,V006,Tandoori Nights,Food Delivery,DRV004,2.01,Clear,1,1246.48,29.5,0,0,4
ORD01423,6/15/2026,16:42:00,Monday,Chennai,V003,Bowl & Broth,Food Delivery,DRV001,4.47,Clear,0,755.36,35.3,0,0,5
ORD01424,2/4/2026,13:07:00,Wednesday,Chennai,V003,Bowl & Broth,Food Delivery,DRV055,4.87,Clear,1,1254.67,38.5,0,0,4
ORD01425,6/14/2026,8:21:00,Sunday,Bengaluru,V010,Bun Intended Burgers,Pharmacy,DRV034,1.74,Clear,0,590.43,31.8,0,0,4
ORD01426,1/16/2026,18:52:00,Friday,Mumbai,V012,Dosa Point,Food Delivery,DRV044,3.21,Clear,0,1053.44,34.1,0,0,5
ORD01427,6/16/2026,13:53:00,Tuesday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV004,1.4,Clear,1,1005.09,19.6,0,0,4
ORD01428,1/26/2026,21:06:00,Monday,Bengaluru,V004,Curry Express,Food Delivery,DRV024,2.31,Heavy Traffic Event,1,261.21,32.1,0,0,4
ORD01429,2/7/2026,17:36:00,Saturday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV033,3.27,Clear,0,816.63,30.5,0,0,5
ORD01430,4/16/2026,20:50:00,Thursday,Chennai,V003,Bowl & Broth,Food Delivery,DRV025,2.34,Rain,1,574.95,27.9,0,0,4
ORD01431,2/20/2026,12:18:00,Friday,Chennai,V002,Urban Tadka,Food Delivery,DRV003,2,Clear,1,348,23.9,0,0,5
ORD01432,1/4/2026,17:03:00,Sunday,Chennai,V002,Urban Tadka,Pharmacy,DRV016,1.58,Clear,0,1377.28,29.9,0,0,5
ORD01433,4/27/2026,16:10:00,Monday,Chennai,V002,Urban Tadka,Food Delivery,DRV016,5.52,Clear,0,1235.69,44.7,0,0,5
ORD01434,6/22/2026,21:42:00,Monday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV039,2.54,Clear,1,131.11,,0,1,
ORD01435,1/9/2026,8:28:00,Friday,Bengaluru,V004,Curry Express,Food Delivery,DRV025,1.53,Clear,0,983.04,19.1,0,0,5
ORD01436,4/17/2026,15:34:00,Friday,Bengaluru,V010,Bun Intended Burgers,Food Delivery,DRV056,6.73,Clear,0,1361.8,48.9,1,0,4
ORD01437,3/12/2026,12:36:00,Thursday,Delhi,V006,Tandoori Nights,Food Delivery,DRV007,0.59,Clear,1,231.44,,0,1,
ORD01438,5/22/2026,12:44:00,Friday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV030,4.34,Heavy Traffic Event,1,392.6,56.1,1,0,4
ORD01439,3/5/2026,21:04:00,Thursday,Mumbai,V012,Dosa Point,Food Delivery,DRV025,1.73,Rain,1,489.38,29.8,0,0,5
ORD01440,6/23/2026,17:17:00,Tuesday,Hyderabad,V009,Sushi Central,Grocery,DRV004,2.85,Clear,0,607.33,34.5,0,0,4
ORD01441,5/20/2026,18:53:00,Wednesday,Bengaluru,V004,Curry Express,Pharmacy,DRV005,2.11,Clear,0,716.73,25.7,0,0,5
ORD01442,3/30/2026,15:30:00,Monday,Chennai,V003,Bowl & Broth,Food Delivery,DRV005,0.36,Rain,0,1126.26,15.1,0,0,5
ORD01443,3/27/2026,22:32:00,Friday,Chennai,V003,Bowl & Broth,Grocery,DRV015,2.51,Clear,0,684.51,16,0,0,5
ORD01444,6/27/2026,14:26:00,Saturday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV018,2.11,Clear,0,350.43,25.6,0,0,4
ORD01445,6/21/2026,14:31:00,Sunday,Mumbai,V007,Wok This Way,Food Delivery,DRV001,2.79,Clear,0,1025.93,,0,1,
ORD01446,5/15/2026,20:14:00,Friday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV020,7.75,Clear,1,876.08,67,1,0,2
ORD01447,5/19/2026,14:27:00,Tuesday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV037,7.31,Clear,0,670.11,46.7,1,0,4
ORD01448,1/19/2026,8:18:00,Monday,Hyderabad,V009,Sushi Central,Food Delivery,DRV020,1.92,Clear,0,638.39,,0,1,
ORD01449,1/1/2026,19:20:00,Thursday,Chennai,V002,Urban Tadka,Grocery,DRV036,7.65,Clear,1,991.85,57.2,1,0,4
ORD01450,6/29/2026,19:57:00,Monday,Chennai,V002,Urban Tadka,Grocery,DRV060,1.36,Clear,1,1020.95,26.5,0,0,5
ORD01451,1/11/2026,16:02:00,Sunday,Mumbai,V012,Dosa Point,Food Delivery,DRV052,3,Clear,0,476.06,,0,1,
ORD01452,4/20/2026,15:54:00,Monday,Bengaluru,V008,Pizza Junction,Grocery,DRV042,3.16,Clear,0,1014.21,27.1,0,0,5
ORD01453,5/3/2026,19:56:00,Sunday,Delhi,V005,Green Leaf Cafe,Pharmacy,DRV040,5.12,Clear,1,519.53,44.6,0,0,3
ORD01454,6/21/2026,11:58:00,Sunday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV041,3.46,Clear,0,1198.68,28.1,0,0,3
ORD01455,4/28/2026,14:14:00,Tuesday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV032,2.19,Rain,0,179.61,19.3,0,0,4
ORD01456,5/16/2026,15:08:00,Saturday,Hyderabad,V009,Sushi Central,Pharmacy,DRV014,2.29,Clear,0,349.78,27.4,0,0,4
ORD01457,3/27/2026,22:19:00,Friday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV049,1.8,Clear,0,564.05,,0,1,
ORD01458,1/25/2026,14:54:00,Sunday,Bengaluru,V004,Curry Express,Food Delivery,DRV042,1.64,Clear,0,1289.36,18.6,0,0,5
ORD01459,5/18/2026,12:52:00,Monday,Mumbai,V007,Wok This Way,Food Delivery,DRV010,1.41,Clear,1,1255.34,18.5,0,0,4
ORD01460,3/21/2026,21:54:00,Saturday,Chennai,V003,Bowl & Broth,Food Delivery,DRV029,12.34,Clear,1,675.89,81,1,0,3
ORD01461,2/13/2026,20:10:00,Friday,Bengaluru,V004,Curry Express,Food Delivery,DRV057,6.83,Clear,1,1136.2,50.8,1,0,3
ORD01462,6/13/2026,16:47:00,Saturday,Chennai,V003,Bowl & Broth,Pharmacy,DRV023,1.76,Clear,0,786.55,20.1,0,0,5
ORD01463,3/17/2026,14:32:00,Tuesday,Mumbai,V007,Wok This Way,Food Delivery,DRV049,1.37,Clear,0,1326.52,21.6,0,0,4
ORD01464,3/12/2026,11:33:00,Thursday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV058,3.3,Clear,0,1145.93,32,0,0,4
ORD01465,3/24/2026,15:35:00,Tuesday,Bengaluru,V010,Bun Intended Burgers,Grocery,DRV018,2.49,Rain,0,471.85,18.1,0,0,4
ORD01466,4/26/2026,22:17:00,Sunday,Hyderabad,V011,Roti Roll Co.,Food Delivery,DRV015,4.08,Clear,0,1205.79,28.1,0,0,4
ORD01467,2/13/2026,16:26:00,Friday,Mumbai,V012,Dosa Point,Food Delivery,DRV041,4.62,Clear,0,454.58,31.7,0,0,5
ORD01468,5/10/2026,14:01:00,Sunday,Chennai,V003,Bowl & Broth,Food Delivery,DRV056,2.12,Clear,0,901,19.7,0,0,5
ORD01469,5/25/2026,22:57:00,Monday,Mumbai,V012,Dosa Point,Food Delivery,DRV036,6.77,Clear,0,685.86,51.5,1,0,5
ORD01470,1/24/2026,14:17:00,Saturday,Hyderabad,V009,Sushi Central,Food Delivery,DRV018,2.16,Clear,0,281.67,30.2,0,0,5
ORD01471,5/20/2026,15:37:00,Wednesday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV035,4.26,Heavy Traffic Event,0,1353.81,48.7,1,0,2
ORD01472,4/4/2026,13:55:00,Saturday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV017,1.81,Clear,1,372.65,18.3,0,0,4
ORD01473,6/5/2026,12:54:00,Friday,Mumbai,V007,Wok This Way,Grocery,DRV016,8.11,Clear,1,203.59,63.7,1,0,3
ORD01474,2/11/2026,13:13:00,Wednesday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV037,1.37,Clear,1,146.15,19.7,0,0,5
ORD01475,2/24/2026,19:19:00,Tuesday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV032,0.26,Clear,1,189.92,15.2,0,0,3
ORD01476,1/3/2026,21:24:00,Saturday,Hyderabad,V011,Roti Roll Co.,Grocery,DRV021,2.71,Clear,1,933.75,24.6,0,0,4
ORD01477,4/10/2026,14:53:00,Friday,Chennai,V001,Spice Route Kitchen,Food Delivery,DRV053,1.85,Clear,0,906.58,29.4,0,0,5
ORD01478,4/4/2026,10:17:00,Saturday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV017,6.79,Heavy Traffic Event,0,824.18,48.3,1,0,3
ORD01479,6/9/2026,18:21:00,Tuesday,Hyderabad,V011,Roti Roll Co.,Grocery,DRV009,6,Clear,0,652.27,45,0,0,2
ORD01480,6/1/2026,20:42:00,Monday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV026,2.03,Rain,1,1063.64,29.1,0,0,4
ORD01481,3/5/2026,14:21:00,Thursday,Bengaluru,V008,Pizza Junction,Food Delivery,DRV047,6.14,Clear,0,673.58,44.2,0,0,4
ORD01482,4/23/2026,8:24:00,Thursday,Delhi,V005,Green Leaf Cafe,Food Delivery,DRV003,6.07,Clear,0,934.65,36,0,0,4
